Sample_ID,Latitude,Longitude,Soil_Depth_cm,pH,Ni_ppm,Co_ppm,Zn_ppm,Cu_ppm,Pb_ppm,Cd_ppm,Mn_ppm,Fe_ppm,Soil_OM_percent,Soil_Moisture_percent,Sand_percent,Silt_percent,Clay_percent,CEC_meq_per_100g
USGS_SOIL_00000,33.9889628523367,-115.0328312787423,5,2.7508914276896403,1045.1713820026796,2.6011216028707653,28.5304425527824,96.78178341430882,45.74541455437355,0.9762873529724707,620.5512364625934,1124.3328042897376,4.97784678224708,26.005626824913694,61.729138031778774,18.931297084659434,17.453591887165327,11.627170327045052
USGS_SOIL_00001,47.81714335383799,-108.56316999711444,20,9.936413858886112,207.64491551375147,1.601586293014711,43.93980168007565,19.869335959884552,106.02645767349013,10.000230639273843,789.3045476640476,37285.39281341722,6.262873895257598,29.78807449587743,49.01884649606909,43.34506133337838,15.6670338935265,17.643497791435365
USGS_SOIL_00002,42.56785460347372,-114.55638142767194,15,4.415641299854606,62.53838636331057,1.241674933102123,51.52383848993485,2.0059650607883865,27.561989845871953,10.037554705573164,729.8397790727097,3108.4066307595467,5.664151797922045,26.940352855558146,49.79745133110535,24.528082111175088,19.3038782134549,35.17062006455059
USGS_SOIL_00003,39.36780362072888,-119.76655050833372,5,4.031901879564662,3.0540284994155305,64.65287422620257,17.937342526655037,450.94597944253667,1.6397640986664903,7.106731876158237,165.45016038975425,572.1418399140186,9.067501457354192,34.67999860484826,33.39900518405824,17.48643817760713,15.335017349405614,19.851834892869647
USGS_SOIL_00004,28.744447370618477,-117.88248360506455,15,8.03385564801446,35.06093407651024,4.740321258479486,1713.282044456045,309.02349566173575,20.51193700369651,1.3589138946821213,500.01531771362016,15393.416863111868,5.789930873642896,13.176429436790873,45.50459756100666,25.69003799780187,23.89393201726448,37.049197251807314
USGS_SOIL_00005,28.743868488068863,-97.81405268606918,5,10.159628609508909,11.967039094331865,121.5823200790727,88.43706766750881,72.43267885530607,186.5824515515608,6.0463684010193735,70.374430712996,3467.12731192587,9.53021245280425,31.249684850732645,38.548020450363325,27.613944682853727,21.578507298322133,22.42783186884622
USGS_SOIL_00006,26.394006692036786,-112.82631061405824,10,8.576409227765778,2718.1231194500015,5.453719240750611,300.3684647092299,96.20867219147279,26.172861605710963,1.0836474053835645,5140.180439007778,8277.935810547564,6.702354565605352,27.998679955234586,55.75182522281324,32.68413273694562,26.188380920856144,18.959281519391453
USGS_SOIL_00007,45.788227498598445,-103.50807819816355,15,7.34586368007854,39.78164152358345,0.9407884898042232,47.4320076255281,372.0055674203529,28.688888154381353,3.3091259593006455,421.8124950012574,12947.099979611874,8.334469743157717,15.865362726744383,35.13363297002579,32.50951020712043,11.592470670488316,31.263612448174555
USGS_SOIL_00008,39.42676028183701,-95.29838101956344,15,7.392131512497929,68.15391833347806,2.2823676338799497,3.891494985749676,95.48254451616317,263.87558170310456,15.414301096788922,319.47237965753055,4471.8016718199815,5.963369057273623,27.02373630970906,69.94691547807614,21.71819436126492,17.277276136936774,7.561128456880073
USGS_SOIL_00009,41.99374186710509,-84.26670511086745,20,7.780123338170462,147.32980967238964,77.76701970100449,254.7072169751513,283.2778130342807,12.40932481158131,11.658579100602418,7211.343076889675,1464.56124660744,8.973647510856427,8.12227869254741,24.86629325563858,36.85656392513711,18.194218947102918,8.131743404384608
USGS_SOIL_00010,25.49402786309926,-122.68058374937516,15,7.638392884680147,,9.642233118527797,3.2397301819495814,41.43096211986548,2.781399469031922,4.564091732980094,103.19601104917496,9612.85028001064,7.856230293527417,28.68000447021657,37.90220251315158,23.60806466249842,23.64517528070876,27.819079987303624
USGS_SOIL_00011,48.277836451887865,-77.83478646436649,15,6.921787135954064,1154.118205319765,5.352528442095852,129.37716624848048,544.1222695037261,33.477179068363924,1.3912910220074874,122.93052138077056,2983.661775673269,5.791068113260163,20.96991807761308,75.15800764949145,28.43723663294957,13.654230422343725,22.04292496337369
USGS_SOIL_00012,44.97862337921012,-87.95387702003644,10,6.656301655927814,17.800581919634936,15.487408497393279,9.615437908740137,111.41446444646911,18.69931491732485,9.72505217578144,128.46667249712593,6788.799374629643,9.392291867872721,13.768705181277594,43.472918780569486,36.86774070503355,27.325230434066754,32.66453376117236
USGS_SOIL_00013,30.096138656278626,-120.17621711501656,15,6.4061103081507165,77.50119994703891,25.8593982682716,7899.478301278051,90.9657543413635,7.851908509264016,4.587143436001427,600.758442299464,224.87019203940037,6.194388581031283,24.673319053525404,30.27682003393382,23.581785960556587,29.49132472414087,37.0694793070236
USGS_SOIL_00014,29.363799212970413,-73.45886117770014,10,5.369053116699986,14.34717337919491,65.11130720086838,918.4848813336101,8.739930678032403,32.600211607602816,0.27682251509748024,1270.8578761690528,5096.850405611169,6.601170365435674,24.24859996143227,53.28607343806503,24.306485764188626,12.08902121891533,18.592840718504164
USGS_SOIL_00015,29.401708236482413,-70.66852836862302,10,6.078987384699839,5.073137587805577,106.99144145269281,183.37029577272725,105.54415190972135,108.27888475402268,11.463359192392895,2017.295843431154,1385.3346442401914,7.968482210536053,11.284586681587992,42.86911636678187,35.916680496931306,16.073016840851473,25.87435093046262
USGS_SOIL_00016,32.30181383102891,-121.39640036856304,10,3.960564778706922,18.152633314232496,7.101791181511446,1858.2925389957284,17.61713718523842,43.960020205889414,4.353240887695281,31507.88075565501,21676.23037219654,6.1213690041561115,5.911922444345784,37.46194616572541,21.422668233949807,15.744547933663261,22.524381972835847
USGS_SOIL_00017,37.59415435917371,-108.66421875931498,10,6.352490559807875,51.076972790012356,1.6668380873331623,27.313143823648044,24.016657150712554,77.67752257978223,18.971569142507374,22.77927926768806,6296.220536181853,3.8039559662909186,18.008677607050217,33.56193783801924,26.152079763959293,41.05908963741999,39.35637294748515
USGS_SOIL_00018,35.36668044741078,-77.43412449220938,5,5.017113339273624,25.210384573141365,6.552209089215994,440.0809808395076,18.090718101994412,1169.268779149727,1.2040313411323251,1657.5624253216142,3975.1958448490227,9.512033873511111,22.085356080332637,91.52560408438914,35.557421780428925,16.560799158336906,34.08795425748083
USGS_SOIL_00019,31.989499364753005,-80.85267826736415,20,4.844616024176344,15.69970992748263,18.000882057218064,221.32248973287594,12.109909797744397,24.11461405880183,0.09905851173243675,288.38723446731046,5343.157193706222,5.598724949936699,31.29815835111795,46.22672149723795,50.54092441435975,33.42100353724908,36.910819789707375
USGS_SOIL_00020,39.6844694733371,-114.11325985797373,5,6.769841226730218,4.34327453768942,2.870142300746701,251.6502338949356,1997.465178258973,73.77556228062188,6.264511610075965,275.99348949890305,899.5287153383767,4.659924313167609,32.846503869427835,21.116489595006843,36.05404504762747,9.866944039147123,13.901903065216146
USGS_SOIL_00021,28.347852655649003,-112.64838992313409,15,8.588003429516899,47.012332893044444,2.898732659931787,1890.708679012915,561.2365639059755,17.875229851481862,6.3590335739113915,262.52381654708876,20908.43674760976,8.174878728264835,20.864156544702993,72.40564638508302,34.72639762990012,12.082792270685093,32.0384248106908
USGS_SOIL_00022,32.01147156484524,-103.14214593530846,5,7.877474909003469,3.638251928028874,20.402997418270175,642.2542193199424,1440.273065526788,9.74303337723923,0.5893082113696122,170.17809286581917,32521.10369675004,7.264607251004928,27.614104513056347,59.16606357665856,35.30801583672729,14.507163745214394,14.291562874917712
