Sample_ID,Latitude,Longitude,Soil_Depth_cm,pH,Ni_ppm,Co_ppm,Zn_ppm,Cu_ppm,Pb_ppm,Cd_ppm,Mn_ppm,Fe_ppm,Soil_OM_percent,Soil_Moisture_percent,Sand_percent,Silt_percent,Clay_percent,CEC_meq_per_100g
USGS_SOIL_00004,28.74444737061848,-117.88248360506456,15,8.03385564801446,35.06093407651024,4.740321258479486,1713.282044456045,309.0234956617357,20.51193700369651,1.358913894682121,500.01531771362016,15393.416863111868,5.789930873642896,13.176429436790873,45.50459756100666,25.69003799780187,23.89393201726448,37.049197251807314
USGS_SOIL_00017,37.59415435917371,-108.66421875931498,10,6.352490559807875,51.07697279001236,1.6668380873331623,27.313143823648044,24.016657150712557,77.67752257978223,18.971569142507374,22.77927926768806,6296.220536181853,3.803955966290919,18.008677607050217,33.56193783801924,26.152079763959293,41.05908963741999,39.35637294748515
USGS_SOIL_00025,43.844223073432325,-103.23409526538344,15,7.911156781982324,3.960646624546674,3.904996933241657,21.75638786682249,8.41813072687347,85.37526617352923,3.105787365204204,688.691877027966,1505.713515621307,8.914619256913529,11.144045748175008,60.10209194237346,29.702335116635982,14.329774378228016,5.675654585125333
USGS_SOIL_00034,48.17516879378943,-118.6768513309532,10,4.110509399702496,80.13830310313955,10.749325896599942,22.11294270706618,500.0825494320021,0.6086732038688855,3.7428960567355447,80.11112660877914,8402.07426809741,7.080396394760079,28.269639059781003,40.22836175204478,33.18808339628256,22.9039656274615,28.00875638231321
USGS_SOIL_00036,32.3107304601609,-93.57558127915364,10,6.470543301609978,30.744247875653528,3.0563160342678164,248.51546581633175,14.049599066167383,322.1896468608357,8.03190511794165,952.8345485039736,11886.727540403946,7.995550182912066,14.719283196846169,43.63102750966786,48.96123276254347,12.048632566596854,7.253120923026387
USGS_SOIL_00037,27.34413073615321,-110.69424028555096,15,7.328734931625721,13.028684904388706,2.702193746667953,12.38491065611414,334.0909757448884,2.6693461188436376,0.4320361099487756,1997.359669685282,691.674485177343,7.166844317894362,25.3663469717179,55.96456252664419,16.39165021698921,29.22330604963848,8.488140345593703
USGS_SOIL_00038,41.42159263629176,-109.11464937398652,15,6.835871201096992,378.7259473564316,16.62489040098804,289.55719274818733,114.18637031482152,0.1991417868062901,0.382728679774259,38.89465095613199,5226.726780588329,6.627080646467055,21.89594277344484,43.05895028005493,18.905444445537803,35.205192333776694,19.664778985858085
USGS_SOIL_00041,36.88424584267048,-105.99732923059248,10,5.855891688312121,48.95054658644478,15.882713367740983,26.555316658754965,21.10320400814251,6.281600896139536,4.183405224540555,366.50608389414674,1398.1189423153528,6.665211472637624,31.999498306359623,51.59740970435138,27.574169637102063,18.03321346044813,13.568375902131526
USGS_SOIL_00046,32.481065826145866,-89.97804524031113,5,5.447012468289866,54.573529793121935,1.734342093418573,392.3179385707576,19.14870876705268,108.77864680274352,1.8462667188085768,66.8664286401326,2027.6021228069949,8.238885908443171,11.485657216114262,56.42529370657173,28.59724414449572,18.06099633515911,23.33909709399999
USGS_SOIL_00049,29.436506932612648,-95.59191026318562,5,8.5,273.4363758419796,2.17625403644872,57.84405579702594,34.317587276647686,5.889098149233807,2.709267482816238,3561.10053950692,1091.700487308492,3.4652184216003565,25.12280065134602,63.375508716043626,18.80749757779356,13.809755368874738,10.348203326139911
USGS_SOIL_00053,46.475856410263575,-81.01907102312452,15,7.842386565416662,274.3242411306159,3.076355965580305,9.077180527254598,125.62630285611058,1.5733290854689337,1.7078954854865942,2475.6565128357875,11081.313021500246,7.928134019355718,30.62803077972592,56.10635575098247,27.83581288361629,14.526062555878053,16.82488599933563
USGS_SOIL_00073,44.571074282916015,-94.05382801535498,20,8.5,91.5443447871987,9.378957472136502,20.809548242384487,219.3562535145634,110.83802058094206,9.4280241033686,396.34287329860496,1023.6207377847765,7.767086040534031,7.579212058376347,48.70674352988821,37.95863812341226,8.703395149474957,35.810194205470054
USGS_SOIL_00079,27.780857428603117,-73.93507957225516,5,8.5,37.53934777636097,1.09432129468302,98.17753688889754,138.7243645950776,38.8296765455481,2.0453829452095245,607.8594499924202,7948.729984312592,5.71151758629262,21.635376670728952,33.52720424332775,30.954620413582965,36.93859315496763,11.294685194321971
USGS_SOIL_00081,39.95915504386139,-109.78373320434856,5,6.194629459846458,1.8453550870941884,96.75491368244722,203.15026399423292,49.79375830789843,222.67686384189903,4.9078400074885495,257.2768918028693,12863.849060206005,7.522362648666774,34.309131638787825,43.90834464464895,32.26931943800248,21.16493597461513,37.59754285222608
USGS_SOIL_00085,32.804399728641926,-92.15098931217814,15,4.664089599856615,8.586444564803276,18.08767601102406,2.459891990907101,11.21806785401325,2.7798228140076,8.475424956394892,476.8336047657989,1808.5376691147253,9.000582915507945,32.16406076412247,55.4287140609579,24.791070960962365,19.310703167204043,9.225842344814527
USGS_SOIL_00108,30.49115597179894,-109.97620136893794,20,5.39670508611535,7.661903301068738,33.95355255130172,232.88114927908035,53.12063934166294,5.940309686738518,5.345859617739858,407.4792979185012,8439.048931449719,6.526470954294097,32.04960160138116,59.138582463346296,28.0192636985064,16.900069480756528,29.47826030066274
USGS_SOIL_00118,46.421415963759465,-117.66646381435288,10,6.788073674735047,2.6374466048807643,1.635733455531429,236.9973379293168,448.869408320426,39.54257085398278,1.978509370342955,322.63757796043,599.513084322922,2.6951176624693964,30.09781337392853,44.07429721745649,36.50667628792086,19.178811412394943,34.03063239165826
USGS_SOIL_00123,27.64124618866424,-81.27388169188652,20,7.935053475191876,18.79450112170108,3.857483848950563,15.889000487470796,476.63149963528815,257.6450364341904,7.92830076074877,702.8716143639979,3500.811426310134,4.694618666641385,18.238634083998303,52.0897944609434,27.65492464854109,18.78384875493842,16.321356715567383
USGS_SOIL_00131,30.330587451297525,-76.94009150634847,10,8.5,55.23297155040088,4.329310705401224,678.1880375234263,255.4813996602265,20.60313449314166,1.0375463431000478,3079.228864987245,3335.0007916510785,9.57299559428366,33.283160033158296,49.25134650438257,37.013898938095,15.825866741607427,17.468688858065434
USGS_SOIL_00149,31.687515141678677,-88.16995824107447,15,7.2120473493199295,70.61888280569337,1.6758375411685642,3.5267166863470467,71.03092014104307,19.3705536407287,1.6682214105228557,537.7338144046239,1246.2691835063094,7.886463829989471,28.19912120343126,62.12539324498562,22.291863693859103,17.039820273302045,29.681614262107413
USGS_SOIL_00152,28.477476930189358,-87.96522486878635,5,8.5,172.17165659413348,27.75249519191813,81.31093470436373,104.54470724592176,108.90437208039606,12.091932736764877,1730.9206582667157,5306.586745594235,9.188235181573551,15.832989218794005,46.72991553318314,36.621687539475,19.35045452691624,22.896359028139425
USGS_SOIL_00158,30.70330105581759,-72.2603375999935,20,5.585731696761076,40.33990294293652,8.630483716787168,1208.8372822329377,49.883061149327766,59.032527058666766,22.676676016149376,103.612354109765,5781.145417771884,6.148881942861319,14.855271630135894,42.00509420861069,34.9576557301551,22.30520033232204,27.378681006605056
USGS_SOIL_00165,45.04725989414171,-91.37650859259232,20,3.536800150469193,10.434396818244126,25.129233025465915,651.5188331074168,169.4198804021912,288.6876205384997,2.45596330853506,265.7482401391968,1171.7882233403448,7.681257470298542,14.078668552456662,77.0812526962967,22.289578428587955,5.170142070247014,26.23910001198066
USGS_SOIL_00166,32.69872155932166,-80.01493754129926,20,5.090996909271869,0.5743492943812075,22.877221831202935,3.25856796713762,147.6726123536169,15.302819870367683,2.616267270939653,3561.540664772823,12163.223026585418,6.804534277927826,23.369401545407666,32.030630564890075,40.008204977684144,23.69723276847742,35.12549957858296
USGS_SOIL_00171,25.39810789426855,-75.05931478766342,5,8.328142777545974,133.4942761747638,3.0356583037508087,137.66988889569956,17.72340288705184,5.6032898226990895,0.3231933198278297,216.2083249174985,1545.5126903188673,6.36379632910225,11.134001605927264,36.390101609416014,38.51409936762654,28.97762666634695,7.435362424025266
USGS_SOIL_00178,47.48151972968163,-82.5178443437816,20,5.917734772188156,385.45150402326607,1.88028607972268,382.5823017405573,36.85781160998849,1.0896693760859038,14.57371802608109,104.72659962594554,3141.9363454118943,7.911950663421385,9.163276523378922,51.61640083178814,22.851927410085292,30.25106718498908,32.09600250080252
USGS_SOIL_00179,28.30050265950384,-87.17228965976746,10,6.755624333563231,65.12898422020545,13.228864760882637,86.89650546767483,7.714677018907731,25.24855973669019,0.8351993268575949,2775.7963439476925,9385.894856557768,7.152166431978676,14.0009144178649,46.25159396281931,47.94524848392212,4.882372131027637,6.064781003764948
